,Unnamed: 0,Unnamed: 0.1,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Bsmt Bath,Total House SF,Total Bath
479,479,479,60,4,61.0,10125,1,1,0,3,4,4,2,8,2,2,0,2.0,7,5,2004,2004,1,1,13,14,3,0.0,4,3,2,4,3,2,1,0.0,1,0.0,0.2328013208585581,0.2328013208585581,1,5,1,5,0.2328013208585581,0.2058337919647771,0.0,1594,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,4,7,7,1,4,1,2004,3,2,434.0,3,3,2,0.0825536598789213,48,0,0,0,0,-1,2,0,0,7,2009,0,3,195500,0.0,3634.0,3.0
480,480,480,60,4,0.0,8965,1,1,0,3,4,4,2,8,2,2,0,2.0,7,5,2003,2003,1,1,13,14,3,0.0,4,3,2,4,3,-1,6,652.0,1,0.0,0.05250403877221325,0.3158319870759289,1,5,1,5,0.3255250403877221,0.27584814216478193,0.0,1489,0.25,0.0,0.5,0.25,3,1,4,8,7,1,4,1,2003,3,2,400.0,3,3,2,0.0,75,0,0,0,0,-1,4,0,0,6,2009,0,3,192000,0.25,2476.0,4.0
481,481,481,60,4,0.0,8174,1,1,0,3,4,4,2,8,2,2,0,2.0,7,5,2003,2003,1,1,13,14,3,0.0,4,3,2,4,3,-1,6,494.0,1,0.0,0.085,0.2908333333333333,1,5,1,5,0.2908333333333333,0.2683333333333333,0.0,1342,0.25,0.0,0.5,0.25,3,1,4,7,7,1,3,1,2003,3,2,393.0,3,3,2,0.041666666666666664,56,0,0,0,0,-1,4,0,0,5,2009,0,3,178000,0.25,2400.0,4.0
482,482,482,120,4,34.0,5063,1,1,3,3,4,4,2,19,2,2,3,1.0,7,5,2007,2008,1,1,13,14,4,166.0,4,3,2,4,3,-1,6,904.0,1,0.0,0.12530562347188265,0.4015892420537897,1,5,1,5,0.4015892420537897,0.0,0.0,1314,0.3333333333333333,0.0,0.6666666666666666,0.0,2,1,4,6,7,1,4,1,2008,2,2,626.0,3,3,2,0.05256723716381418,62,0,0,0,0,-1,4,0,0,4,2009,7,3,207500,0.3333333333333333,3272.0,3.0
483,483,483,60,4,0.0,8795,1,1,0,3,4,4,2,8,2,2,0,2.0,7,5,2000,2000,1,1,13,14,3,0.0,4,3,2,4,3,-1,6,300.0,1,0.0,0.15756404059932336,0.23006283228612856,1,5,1,5,0.23682938617689706,0.3083615273078782,0.0,2256,0.0,0.0,0.6666666666666666,0.3333333333333333,4,1,4,8,7,1,3,3,2000,3,2,554.0,3,3,2,0.0541324311261479,54,0,0,0,0,-1,4,0,0,4,2009,0,3,236000,0.0,4138.0,3.0
484,484,484,60,4,0.0,12891,1,1,0,3,4,0,2,8,2,2,0,2.0,8,5,2002,2002,1,1,13,14,3,0.0,4,3,2,5,3,-1,6,651.0,1,0.0,0.06972301814708691,0.276981852913085,1,5,1,5,0.27952881248010186,0.3584845590576249,0.0,2004,0.25,0.0,0.5,0.25,4,1,4,8,7,1,4,3,2002,3,3,644.0,3,3,2,0.0,48,0,0,0,0,-1,4,0,0,7,2009,0,3,257500,0.25,3141.0,4.0
485,485,485,60,4,0.0,12224,1,1,0,3,4,0,2,8,2,2,0,2.0,6,5,2000,2000,1,1,13,14,1,40.0,4,3,2,4,3,-1,6,695.0,1,0.0,0.0869692532942899,0.2904831625183016,1,5,1,5,0.2992679355783309,0.3021961932650073,0.0,2054,0.25,0.0,0.5,0.25,3,1,4,7,7,1,3,3,2000,2,2,390.0,3,3,2,0.0070278184480234256,48,0,0,0,0,-1,4,0,0,7,2009,0,3,244000,0.25,3415.0,4.0
486,486,486,80,4,61.0,9734,1,1,0,3,4,4,2,8,6,2,0,1.0,7,5,2004,2004,1,1,13,14,3,0.0,4,3,2,4,3,2,6,241.0,3,113.0,0.016778523489932886,0.21476510067114093,1,5,1,5,0.4161073825503356,0.3523489932885906,0.0,1374,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,4,7,7,0,-1,3,2004,3,2,400.0,3,3,2,0.0,0,0,0,0,0,-1,4,0,0,5,2009,0,3,167000,0.0,1788.0,3.0
487,487,487,60,4,60.0,8123,1,1,0,3,4,4,2,8,6,2,0,2.0,6,5,2000,2000,1,1,13,14,1,16.0,3,3,2,4,3,-1,1,0.0,1,0.0,0.2500636618283677,0.2500636618283677,1,5,1,5,0.2564298446651388,0.2019353195823784,0.0,1800,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,3,7,7,1,3,1,2000,3,2,463.0,3,3,2,0.02546473134708429,63,0,0,0,0,-1,4,0,0,6,2009,0,3,179000,0.0,3927.0,3.0
488,488,488,60,4,42.0,8433,1,1,0,3,4,4,2,8,2,2,0,2.0,6,5,2000,2000,1,1,13,14,3,0.0,3,3,2,4,3,-1,6,683.0,1,0.0,0.04456041750301084,0.3187474909674829,1,5,1,5,0.3287836210357286,0.27900441589723,0.0,1514,0.25,0.0,0.5,0.25,3,1,3,7,7,1,3,1,2000,3,2,394.0,3,3,2,0.0,72,0,0,0,0,-1,4,0,0,6,2009,0,3,190000,0.25,2491.0,4.0
489,489,489,80,4,62.0,7750,1,1,3,3,4,4,2,8,2,2,0,1.0,7,5,1999,2000,1,1,13,14,3,0.0,3,3,2,4,3,-1,1,0.0,1,0.0,0.17470427661510465,0.17470427661510465,1,5,1,5,0.3521383075523203,0.2984531392174704,0.0,1430,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,3,7,7,1,3,3,1999,2,2,400.0,3,3,2,0.0,0,0,0,0,0,-1,4,0,0,3,2009,0,3,156000,0.0,2198.0,3.0
490,490,490,60,4,0.0,15896,1,1,1,3,4,1,2,8,8,2,0,2.0,7,5,1999,1999,1,1,13,14,1,210.0,4,3,2,4,3,-1,5,913.0,1,0.0,0.06516909405085164,0.2905455443100469,1,5,1,5,0.30190076524314985,0.268822512959763,0.0,2312,0.25,0.0,0.5,0.25,4,1,4,8,7,1,3,3,1999,3,3,658.0,3,3,2,0.0735620834361886,0,0,0,0,0,-1,4,0,0,5,2009,0,3,245000,0.25,4051.0,4.0
491,491,491,60,4,0.0,24682,1,1,2,3,4,1,2,8,6,2,0,2.0,6,5,1999,1999,1,1,13,14,3,0.0,3,3,2,4,3,-1,1,0.0,1,0.0,0.2430635838150289,0.2430635838150289,1,5,1,5,0.2578034682080925,0.2263005780346821,0.0,1675,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,3,7,7,1,3,3,1999,3,2,502.0,3,3,2,0.0,103,0,0,0,0,-1,4,0,0,6,2009,0,3,181000,0.0,3460.0,3.0
492,492,492,60,4,0.0,8755,1,1,0,3,4,2,2,8,8,2,0,2.0,7,5,1999,1999,1,1,13,14,1,298.0,4,3,2,4,3,-1,5,772.0,1,0.0,0.06723716381418092,0.3031784841075795,1,5,1,5,0.31234718826405866,0.3172371638141809,0.0,2060,0.25,0.0,0.5,0.25,3,1,4,8,7,1,3,3,1999,2,2,390.0,3,3,2,0.0,0,0,168,0,0,-1,0,0,0,6,2009,0,3,214000,0.25,3272.0,4.0
493,493,493,80,4,64.0,7848,1,1,0,3,4,4,2,8,2,2,0,1.0,7,6,1999,1999,1,1,13,14,3,0.0,3,3,2,3,3,-1,1,0.0,1,0.0,0.17470427661510465,0.17470427661510465,1,5,1,5,0.3521383075523203,0.2984531392174704,0.0,1430,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,3,7,7,1,3,3,1999,3,2,410.0,3,3,2,0.0,0,0,0,0,0,-1,4,0,0,6,2009,0,3,168000,0.0,2198.0,3.0
494,494,494,60,4,82.0,9430,1,1,3,3,4,4,2,18,2,2,0,2.0,8,5,1999,1999,1,1,13,14,1,673.0,4,3,2,4,3,2,6,1163.0,1,0.0,0.02321335419926969,0.3265519040166928,1,5,1,5,0.33072509128847155,0.2861241523213354,0.0,2365,0.25,0.0,0.5,0.25,3,1,4,8,7,1,4,1,1999,2,3,856.0,3,3,2,0.0,128,0,0,180,0,-1,4,0,0,7,2009,0,3,337000,0.25,3834.0,4.0
495,495,495,60,4,174.0,15138,1,1,0,3,4,4,2,18,2,2,0,2.0,8,5,1995,1996,1,1,13,14,1,506.0,4,3,2,4,3,-1,6,689.0,1,0.0,0.1493719806763285,0.282512077294686,1,5,1,5,0.28792270531400965,0.2519806763285024,0.0,2794,0.25,0.0,0.5,0.25,4,1,5,9,7,1,3,1,1995,3,3,810.0,3,3,2,0.0,146,202,0,0,0,-1,4,0,0,7,2009,0,3,403000,0.25,5175.0,4.0
496,496,496,60,4,106.0,12720,1,1,3,3,4,4,2,18,2,2,0,2.0,8,5,2000,2000,1,1,13,14,1,150.0,4,3,2,4,3,2,6,1173.0,1,0.0,0.05992350191245219,0.30917977050573736,1,5,1,5,0.31151721206969823,0.25945601359966003,0.0,2687,0.25,0.0,0.5,0.25,4,1,4,10,7,2,3,3,2000,2,3,810.0,3,3,2,0.05354866128346791,30,0,0,0,0,-1,4,0,0,9,2009,0,3,327000,0.25,4706.0,4.0
497,497,497,60,4,0.0,16545,1,1,0,3,4,4,2,18,2,2,0,2.0,8,5,1998,1998,1,1,13,14,1,731.0,4,3,2,4,3,2,6,781.0,1,0.0,0.11528764611505846,0.2942929177171671,1,5,1,5,0.3002521201008481,0.2612881045152418,0.0,2450,0.25,0.0,0.5,0.25,3,1,4,7,7,1,3,1,1998,3,3,1069.0,3,3,2,0.0,126,0,0,0,0,-1,4,0,0,5,2009,0,3,340000,0.25,4363.0,4.0
498,498,498,60,4,98.0,12203,1,1,0,3,4,0,2,18,2,2,0,2.0,8,5,1998,1999,3,1,13,14,1,975.0,4,3,2,4,3,-1,6,854.0,1,0.0,0.08322117541498429,0.27478689995513683,1,5,1,5,0.2862270076267385,0.2996859578286227,0.0,2612,0.25,0.0,0.5,0.25,4,1,4,8,7,1,3,1,1998,3,3,676.0,3,3,2,0.056078959174517724,0,0,0,0,0,-1,4,0,0,7,2009,0,3,336000,0.25,4458.0,4.0
499,499,499,60,4,79.0,10208,1,1,0,3,4,4,2,18,2,2,0,2.0,7,5,1996,1997,1,1,13,14,1,921.0,4,3,2,4,3,-1,1,0.0,1,0.0,0.2482325216025137,0.2482325216025137,1,5,1,5,0.2507855459544384,0.20954438334642572,0.0,2344,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,4,7,7,1,3,1,1996,2,3,889.0,3,3,2,0.04320502749410842,0,0,0,0,0,-1,4,0,0,7,2009,0,3,265000,0.0,5092.0,3.0
500,500,500,20,4,0.0,10750,1,1,0,3,4,1,2,18,2,2,0,1.0,8,5,1994,1995,3,1,14,15,1,634.0,4,3,2,4,3,3,4,236.0,6,1526.0,0.05711794201002834,0.4412470023980815,1,5,1,5,0.4497492914759102,0.0,0.0,2063,0.3333333333333333,0.0,0.6666666666666666,0.0,3,1,4,7,7,2,4,1,1994,3,3,815.0,3,3,2,0.03967734902986701,56,0,0,0,0,-1,4,0,0,6,2009,0,3,315000,0.3333333333333333,4587.0,3.0
501,501,501,60,4,90.0,9900,1,1,3,2,4,4,1,18,2,2,0,2.0,7,5,1993,1993,1,1,6,6,1,256.0,4,3,2,4,3,4,6,987.0,1,0.0,0.07574163686092994,0.28339995792131284,1,5,1,5,0.28865979381443296,0.26804123711340205,0.0,2646,0.25,0.0,0.5,0.25,4,1,4,9,7,1,3,1,1993,2,3,656.0,3,3,2,0.07153376814643382,60,144,0,0,0,-1,4,0,0,4,2009,0,3,260000,0.25,4753.0,4.0
502,502,502,60,4,79.0,9085,1,1,3,3,4,4,2,18,2,2,0,2.0,7,5,1995,1996,1,1,13,14,1,286.0,4,3,2,4,3,-1,6,816.0,1,0.0,0.06714247951361353,0.28284430346286016,1,5,1,5,0.2891884747554851,0.2556172349986783,0.0,2061,0.25,0.0,0.5,0.25,3,1,4,7,7,1,3,1,1995,3,2,647.0,3,3,2,0.07824477927570711,102,209,0,0,0,-1,4,0,0,11,2009,0,3,260000,0.25,3783.0,4.0
503,503,503,60,4,0.0,11692,1,1,0,3,4,4,2,18,2,2,0,2.0,8,5,1993,1994,1,1,6,6,1,372.0,4,3,2,4,3,-1,6,624.0,1,0.0,0.12791239515377448,0.2732991612301957,1,5,1,5,0.28308480894687793,0.2369524697110904,0.0,2232,0.25,0.0,0.5,0.25,3,1,4,8,7,1,3,1,1993,2,2,623.0,3,3,2,0.04030754892823858,165,0,0,0,0,-1,4,0,0,10,2009,0,3,263550,0.25,4292.0,4.0
504,504,504,60,4,52.0,46589,1,1,1,3,4,1,2,18,2,2,0,2.0,8,7,1994,2005,3,1,13,14,1,528.0,4,3,2,4,4,-1,6,1361.0,3,180.0,0.018495166036149643,0.3423707440100883,1,5,1,5,0.3543505674653216,0.1601513240857503,0.0,2448,0.25,0.0,0.5,0.25,4,1,4,8,7,1,3,1,1994,2,3,711.0,3,3,2,0.10865910046237916,76,0,0,0,0,-1,4,0,0,7,2009,0,3,402000,0.25,4758.0,4.0
505,505,505,60,4,0.0,29959,1,1,1,3,4,2,2,18,2,2,0,2.0,7,6,1994,1994,1,1,6,6,3,0.0,4,3,2,4,3,-1,6,595.0,1,0.0,0.10902797807903086,0.2806460917219498,1,5,1,5,0.2823766945486011,0.251225843668878,0.0,1850,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,4,7,7,1,4,3,1994,3,2,467.0,3,3,2,0.048456879146235934,98,0,0,0,0,-1,4,0,0,1,2009,0,3,248000,0.0,3467.0,3.0
506,506,506,20,4,74.0,9612,1,1,3,3,4,4,2,24,1,2,0,1.0,8,5,2008,2009,1,1,13,14,4,72.0,4,3,2,4,3,-1,1,0.0,1,0.0,0.30814441645675905,0.30814441645675905,1,5,1,5,0.30814441645675905,0.0,0.0,1468,0.0,0.0,1.0,0.0,3,1,4,6,7,1,4,1,2008,3,3,898.0,3,3,2,0.04408060453400504,150,0,0,0,0,-1,4,0,0,12,2009,4,1,244600,0.0,4764.0,2.0
507,507,507,20,4,86.0,11194,1,1,0,3,4,4,2,24,4,2,0,1.0,8,5,2008,2008,1,1,13,14,4,240.0,4,3,2,4,3,2,1,0.0,1,0.0,0.3221884498480243,0.3221884498480243,1,5,1,5,0.3221884498480243,0.0,0.0,1696,0.0,0.0,1.0,0.0,3,1,4,7,7,0,-1,1,2008,2,3,972.0,3,3,2,0.022796352583586626,56,0,0,0,0,-1,4,0,0,9,2009,0,3,275000,0.0,5264.0,2.0
508,508,508,20,4,78.0,10206,1,1,3,3,4,4,2,24,4,2,0,1.0,8,5,2008,2008,1,1,13,14,1,294.0,4,3,2,4,3,-1,1,0.0,1,0.0,0.31809223492313754,0.31809223492313754,1,5,1,5,0.3267638943634213,0.0,0.0,1658,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,4,7,7,1,4,1,2008,3,3,726.0,3,3,2,0.028379976350019712,44,0,0,0,0,-1,4,0,0,9,2009,0,3,257500,0.0,5074.0,3.0
509,509,509,20,4,78.0,9262,1,1,3,3,4,4,2,24,2,2,0,1.0,8,5,2008,2009,1,1,5,5,4,194.0,4,3,2,4,3,-1,1,0.0,1,0.0,0.3304621848739496,0.3304621848739496,1,5,1,5,0.3315126050420168,0.0,0.0,1578,0.0,0.0,1.0,0.0,3,1,5,7,7,1,4,1,2008,3,3,840.0,3,3,2,0.0,36,0,0,0,0,-1,4,0,0,5,2009,4,1,287090,0.0,4760.0,2.0
510,510,510,20,4,85.0,10130,1,1,3,3,4,4,2,24,2,2,0,1.0,8,5,2007,2007,1,1,13,14,4,260.0,4,3,2,4,3,3,6,1294.0,1,0.0,0.1051275444473074,0.4385467662973461,1,5,1,5,0.4385467662973461,0.0,0.0,1702,0.3333333333333333,0.0,0.6666666666666666,0.0,3,1,4,7,7,1,4,1,2007,2,3,844.0,3,3,2,0.0,69,0,0,0,0,-1,4,0,0,3,2009,0,3,275500,0.3333333333333333,3881.0,3.0
511,511,511,20,4,76.0,9139,1,1,0,3,4,4,2,24,2,2,0,1.0,8,5,2006,2006,3,1,13,14,4,206.0,4,3,2,5,3,3,6,379.0,1,0.0,0.2457587181903864,0.3350612629594722,1,5,1,5,0.3374175306314797,0.0,0.0,1432,0.0,0.0,1.0,0.0,3,1,4,7,7,1,4,1,2006,3,2,492.0,3,3,2,0.06998114985862394,50,0,0,0,0,-1,4,0,0,9,2009,0,3,245000,0.0,4244.0,2.0
512,512,512,60,4,75.0,9675,1,1,3,3,4,4,2,24,2,2,0,2.0,7,5,2005,2005,1,1,13,14,3,0.0,4,3,2,4,3,2,6,341.0,1,0.0,0.19774590163934427,0.2850922131147541,1,5,1,5,0.2850922131147541,0.2197745901639344,0.0,1971,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,4,8,7,1,4,1,2005,2,2,689.0,3,3,2,0.0,48,0,0,0,0,-1,4,0,0,2,2009,0,3,253000,0.0,3904.0,3.0
513,513,513,20,4,85.0,11128,1,1,3,3,4,0,2,24,4,4,0,1.0,9,5,2005,2006,3,1,13,14,4,198.0,5,3,2,5,3,4,6,2158.0,1,0.0,0.05411255411255411,0.44336219336219335,1,5,1,5,0.4491341991341991,0.0,0.0,2490,0.3333333333333333,0.0,0.6666666666666666,0.0,2,1,5,9,7,2,4,1,2005,3,3,795.0,3,3,2,0.012626262626262626,226,0,0,0,0,-1,0,0,0,10,2009,0,3,468000,0.3333333333333333,5544.0,3.0
514,514,514,60,3,72.0,8640,1,1,3,3,4,4,2,24,2,2,0,2.0,7,5,2009,2009,1,1,13,14,3,0.0,3,3,2,4,3,-1,6,822.0,1,0.0,0.025112685125563427,0.2897617514488088,1,5,1,5,0.30006439150032194,0.2962009014810045,0.0,1852,0.25,0.0,0.5,0.25,3,1,4,7,7,1,3,1,2009,2,2,644.0,3,3,2,0.0540888602704443,108,0,0,0,0,-1,4,0,0,7,2009,4,1,252678,0.25,3106.0,4.0
515,515,515,60,3,75.0,9000,1,1,3,3,4,4,2,24,2,2,0,2.0,8,5,2008,2008,1,1,13,14,3,0.0,4,3,2,4,3,-1,1,0.0,1,0.0,0.24334600760456274,0.24334600760456274,1,5,1,5,0.2490494296577947,0.25475285171102663,0.0,1590,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,4,6,7,0,-1,1,2008,2,2,676.0,3,3,2,0.0,30,0,0,0,0,-1,4,0,0,6,2009,0,3,210000,0.0,3156.0,3.0
516,516,516,20,3,75.0,7862,1,1,0,3,4,4,2,24,2,2,0,1.0,6,5,2009,2009,1,1,13,14,3,0.0,4,3,2,4,3,-1,6,27.0,1,0.0,0.31938857602574416,0.3266291230893001,1,5,1,5,0.3266291230893001,0.0,0.0,1218,0.0,0.0,1.0,0.0,2,1,4,4,7,0,-1,1,2009,3,2,676.0,3,3,2,0.0,102,0,0,0,0,-1,4,0,0,9,2009,4,1,208300,0.0,3729.0,2.0
517,517,517,20,3,90.0,7993,1,1,0,3,4,4,2,24,2,2,0,1.0,7,5,2008,2009,1,1,13,14,3,0.0,4,3,2,5,3,-1,1,0.0,1,0.0,0.32422668773989616,0.32422668773989616,1,5,1,5,0.32422668773989616,0.0,0.0,1436,0.0,0.0,1.0,0.0,3,1,4,6,7,0,-1,1,2008,3,2,529.0,3,3,2,0.0,121,0,0,0,0,-1,4,0,0,10,2009,4,1,225000,0.0,4429.0,2.0
518,518,518,20,3,72.0,8640,1,1,3,3,4,4,2,24,2,2,0,1.0,8,5,2009,2009,1,1,5,5,4,72.0,4,3,2,4,3,2,6,936.0,1,0.0,0.11286821705426354,0.4031007751937984,1,5,1,5,0.40744186046511627,0.0,0.0,1314,0.3333333333333333,0.0,0.6666666666666666,0.0,3,1,4,6,7,0,-1,1,2009,2,2,552.0,3,3,2,0.04186046511627907,112,0,0,0,0,-1,4,0,0,9,2009,4,1,229456,0.3333333333333333,3225.0,3.0
519,519,519,20,3,72.0,8640,1,1,3,3,4,4,2,24,2,2,0,1.0,7,5,2008,2008,3,1,13,14,3,0.0,4,3,2,4,3,-1,1,0.0,1,0.0,0.3090147674674895,0.3090147674674895,1,5,1,5,0.3090147674674895,0.0,0.0,1402,0.0,0.0,1.0,0.0,3,1,4,7,7,0,-1,1,2008,2,2,625.0,3,3,2,0.04518404231871282,126,0,0,0,0,-1,4,0,0,5,2009,0,3,229800,0.0,4537.0,2.0
520,520,520,20,3,112.0,12606,1,1,0,3,4,4,2,24,2,2,0,1.0,9,5,2007,2008,1,1,13,14,4,120.0,4,3,2,4,3,3,1,0.0,1,0.0,0.30984204131227217,0.30984204131227217,1,5,1,5,0.30984204131227217,0.0,0.0,1530,0.0,0.0,1.0,0.0,3,1,4,7,7,1,4,1,2008,2,3,984.0,3,3,2,0.04293236127987039,136,0,0,0,0,-1,4,0,0,5,2009,0,3,250000,0.0,4938.0,2.0
521,521,521,20,3,85.0,9187,1,1,3,3,4,4,2,24,2,2,0,1.0,9,5,2009,2009,1,1,5,5,4,162.0,5,3,2,5,3,2,6,1121.0,1,0.0,0.14326965792980895,0.3922701021768103,1,5,1,5,0.3922701021768103,0.0,0.0,1766,0.25,0.0,0.5,0.25,2,1,5,7,7,1,4,1,2009,3,3,478.0,3,3,2,0.04331408262994225,130,0,0,0,0,-1,4,0,0,10,2009,4,1,370878,0.25,4502.0,4.0
522,522,522,20,3,75.0,7500,1,1,3,3,4,4,2,24,2,2,0,1.0,8,5,2006,2007,1,1,13,14,4,238.0,4,3,2,4,3,-1,6,24.0,1,0.0,0.3129062209842154,0.31847725162488394,1,5,1,5,0.3361188486536676,0.0,0.0,1448,0.0,0.0,1.0,0.0,2,1,4,6,7,1,4,1,2006,2,2,692.0,3,3,2,0.0,140,0,0,0,0,-1,4,0,0,6,2009,0,3,238500,0.0,4308.0,2.0
523,523,523,60,3,85.0,11003,1,1,3,3,4,4,2,24,2,2,0,2.0,10,5,2008,2008,1,1,13,14,4,160.0,5,3,2,5,3,3,6,765.0,1,0.0,0.07208237986270022,0.2909038901601831,1,5,1,5,0.29347826086956524,0.2806064073226545,0.0,2007,0.25,0.0,0.5,0.25,3,1,5,10,7,1,5,1,2008,3,3,812.0,3,3,2,0.04805491990846682,52,0,0,0,0,-1,4,0,0,4,2009,0,3,310000,0.25,3496.0,4.0
524,524,524,60,3,84.0,10603,1,1,3,3,4,4,2,24,2,2,0,2.0,8,5,2006,2006,3,1,13,14,4,121.0,4,3,2,5,4,-1,6,682.0,1,0.0,0.06973768394113884,0.28790786948176583,1,5,1,5,0.2907869481765835,0.2834293026231606,0.0,1795,0.25,0.0,0.5,0.25,3,1,4,8,7,1,4,1,2006,3,3,782.0,3,3,2,0.05374280230326296,45,0,0,0,0,-1,4,0,0,7,2009,0,3,270000,0.25,3126.0,4.0
525,525,525,60,3,85.0,10574,1,1,3,3,4,4,2,24,2,2,0,2.0,8,5,2005,2006,1,1,13,14,3,0.0,4,3,2,4,3,2,1,0.0,1,0.0,0.2500577767506356,0.2500577767506356,1,5,1,5,0.2500577767506356,0.2012941992142362,0.0,1953,0.0,0.0,0.6666666666666666,0.3333333333333333,3,1,4,9,7,1,4,1,2005,2,3,1043.0,3,3,2,0.036977120406748325,50,0,0,0,0,-1,4,0,0,5,2009,0,3,252000,0.0,4327.0,3.0
526,526,526,60,3,65.0,8125,1,1,3,3,4,4,2,24,2,2,0,2.0,7,5,2006,2007,1,1,5,5,4,100.0,4,3,2,4,3,-1,6,812.0,1,0.0,0.0906148867313916,0.3533980582524272,1,5,1,5,0.3598705501618123,0.141747572815534,0.0,1550,0.3333333333333333,0.0,0.6666666666666666,0.0,2,1,4,7,7,0,-1,1,2007,3,2,438.0,3,3,2,0.0,168,0,0,0,0,-1,4,0,0,10,2009,0,3,241000,0.3333333333333333,3090.0,3.0
527,527,527,20,3,65.0,8125,1,1,3,3,4,0,2,24,2,2,0,1.0,8,5,2008,2009,3,1,13,14,1,288.0,4,3,2,4,3,-1,1,0.0,1,0.0,0.3230688016892486,0.3230688016892486,1,5,1,5,0.3230688016892486,0.0,0.0,1836,0.0,0.0,1.0,0.0,3,1,4,8,7,1,4,1,2009,3,2,517.0,3,3,2,0.0,175,0,0,0,0,-1,4,0,0,10,2009,4,1,264500,0.0,5683.0,2.0
528,528,528,20,3,85.0,10625,1,1,3,3,4,4,2,24,2,2,0,1.0,7,5,2006,2007,1,1,13,14,3,0.0,4,3,2,4,3,-1,6,1430.0,1,0.0,0.05805439330543932,0.4320083682008368,1,5,1,5,0.4346234309623431,0.0,0.0,1662,0.3333333333333333,0.0,0.6666666666666666,0.0,3,1,5,8,7,1,4,1,2006,2,3,711.0,3,3,2,0.043933054393305436,120,0,0,0,0,-1,4,0,0,3,2009,0,3,291000,0.3333333333333333,3824.0,3.0
529,529,529,60,3,75.0,9375,1,1,3,3,4,4,2,24,2,2,0,2.0,7,5,2003,2004,1,1,13,14,3,0.0,4,3,2,4,3,-1,1,0.0,1,0.0,0.21298458664175612,0.21298458664175612,1,5,1,5,0.21298458664175612,0.27603923400280245,0.0,2094,0.0,0.0,0.6666666666666666,0.3333333333333333,4,1,4,8,7,1,4,3,2003,3,2,615.0,3,3,2,0.0425035030359645,182,0,0,0,0,-1,4,0,0,11,2009,0,3,263000,0.0,4282.0,3.0
530,530,530,20,3,62.0,7500,1,2,3,3,4,4,2,24,2,2,0,1.0,7,5,2004,2005,1,1,13,14,3,0.0,4,3,2,4,3,-1,6,410.0,1,0.0,0.2409387997623292,0.3627450980392157,1,5,1,5,0.3627450980392157,0.0,0.0,1221,0.3333333333333333,0.0,0.6666666666666666,0.0,2,1,4,6,7,0,-1,1,2004,2,2,400.0,3,3,2,0.0,113,0,0,0,0,-1,4,0,0,10,2009,0,3,185000,0.3333333333333333,3366.0,3.0
531,531,531,20,3,68.0,8736,1,1,0,3,4,4,2,24,2,2,0,1.0,7,5,2003,2004,1,1,13,16,3,0.0,4,3,2,4,3,-1,6,771.0,5,360.0,0.11081932773109243,0.4078256302521008,1,5,1,5,0.4078256302521008,0.0,0.0,1553,0.3333333333333333,0.0,0.6666666666666666,0.0,3,1,4,6,7,0,-1,1,2003,2,2,588.0,3,3,2,0.050420168067226885,88,0,0,0,0,-1,4,0,0,8,2009,0,3,234500,0.3333333333333333,3808.0,3.0
532,532,532,60,3,65.0,8127,1,1,0,3,4,4,2,24,2,2,0,2.0,7,5,2003,2003,1,1,13,14,3,0.0,4,3,2,4,3,-1,6,410.0,1,0.0,0.13804945054945056,0.27884615384615385,1,5,1,5,0.27884615384615385,0.28880494505494503,0.0,1653,0.25,0.0,0.5,0.25,3,1,4,6,7,0,-1,1,2003,2,2,628.0,3,3,2,0.0,45,0,0,0,0,-1,4,0,0,3,2009,0,3,209000,0.25,2912.0,4.0
