,Lot Area,Year Built,Year Remod/Add,Exter Qual,1st Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Type,Garage Cars,Porch SF,SalePrice
368,16158,2005,2005,4,1530,1530,2,3,4,1,1,2.0,36,260000
369,11900,1977,1977,3,946,1934,2,3,3,1,1,2.0,376,185000
370,13005,1980,1980,4,1153,2353,2,4,5,1,1,2.0,195,260000
371,17043,1979,1998,3,1586,1586,2,3,3,1,1,2.0,0,181000
372,11900,1977,1977,3,1411,1411,2,3,3,1,1,2.0,0,82500
373,16635,1977,2000,4,1602,1602,2,3,4,1,1,2.0,0,215000
374,13250,1978,1978,3,1154,2050,2,4,4,1,1,2.0,192,154000
375,10928,1978,1986,3,1671,1671,2,3,3,1,1,2.0,55,200000
376,12388,1980,1991,3,1539,2673,2,4,4,1,3,2.0,84,249000
377,14115,1980,1980,3,1472,1472,2,3,3,2,1,2.0,48,187500
378,11088,1978,1998,3,1707,1707,2,3,3,1,1,2.0,0,184000
379,9600,1981,1981,4,2524,2524,2,4,4,1,1,2.0,120,278000
380,11880,1978,1978,3,1601,1601,2,3,3,1,1,2.0,0,157000
381,10400,1976,1976,3,1370,1370,2,3,3,1,1,2.0,0,152000
382,10304,1976,1976,3,1088,1868,2,4,4,1,1,2.0,96,197500
383,7000,2003,2003,4,1016,1884,2,3,5,1,1,2.0,35,240900
384,8004,2009,2009,4,832,1935,2,3,3,0,3,2.0,150,263435
385,7500,2000,2001,4,1058,1874,2,3,4,1,1,2.0,134,220000
386,8470,2002,2002,4,972,1811,2,3,4,1,1,2.0,48,235000
387,9373,1975,1975,3,1621,1621,2,3,3,2,1,2.0,490,213000
388,10140,1974,1974,3,1116,1116,2,3,3,1,1,2.0,0,167900
389,11050,1975,1975,3,1193,1193,2,3,3,1,1,2.0,0,158000
390,10140,1974,1974,3,1350,1350,2,3,3,1,1,2.0,0,165000
391,10448,1972,1972,3,1378,2119,2,3,3,1,1,2.0,104,158000
392,9000,1974,1974,3,896,1792,2,4,3,0,6,0.0,45,136000
393,8750,1970,1970,3,1002,1002,1,3,3,0,5,2.0,0,148500
394,7930,1969,2005,3,1026,1026,1,3,4,0,5,2.0,48,156000
395,7830,1970,1970,3,1180,1180,1,2,3,0,1,2.0,45,128000
396,8510,1971,1971,3,1050,1050,1,3,3,0,1,1.0,0,143000
397,7038,1970,1970,3,864,864,1,3,3,0,5,2.0,0,76500
398,6960,1970,1970,3,864,864,1,3,4,0,5,2.0,0,120500
399,8120,1970,1970,3,864,864,1,3,3,0,5,2.0,0,124500
400,10500,1971,1971,3,864,864,1,2,3,0,5,2.0,0,97000
401,9000,1971,2006,3,864,864,1,3,3,0,5,2.0,0,130000
402,1680,1973,1973,3,483,987,1,2,3,0,5,1.0,0,111000
403,2368,1970,1970,3,765,1365,1,3,3,0,1,2.0,36,125000
404,1680,1971,1971,3,630,1302,2,3,3,0,5,1.0,0,112000
405,1680,1972,1972,3,483,987,1,2,3,0,5,1.0,0,97000
406,1680,1972,2007,3,483,987,1,2,4,0,5,1.0,0,118000
407,1680,1972,1972,3,630,1302,2,3,3,0,5,1.0,0,119500
408,4928,1976,1976,3,958,958,2,2,3,0,1,2.0,60,143750
409,2308,1976,1976,3,804,1548,2,3,3,1,5,2.0,0,146000
410,2280,1976,1976,3,855,1456,2,3,3,1,1,2.0,0,148500
411,2280,1975,1975,3,1055,1055,2,2,3,1,1,2.0,27,123000
412,2308,1974,1974,3,855,1322,2,3,3,1,1,2.0,0,147000
413,2349,1977,1977,3,855,1456,2,3,3,1,1,2.0,28,137900
414,2364,1978,1978,3,804,1548,2,3,3,1,5,2.0,0,147000
415,2289,1978,1978,3,855,1441,2,3,3,1,1,2.0,0,148500
416,2364,1978,1978,4,855,1456,2,3,3,1,1,2.0,0,138000
417,2104,1976,1976,3,836,836,1,2,3,0,1,1.0,20,128500
418,7150,1967,1967,3,892,892,1,3,3,0,1,1.0,0,100000
419,10710,1966,2004,4,1120,1120,1,3,3,1,1,2.0,162,148800
420,12456,2006,2007,5,1718,1718,2,3,5,1,1,3.0,48,337500
421,14257,2007,2007,5,1794,2772,3,4,5,3,3,3.0,64,462000
422,13518,2008,2009,5,1966,3140,3,4,5,2,3,3.0,78,485000
423,15431,2008,2008,5,2402,2402,2,2,5,2,1,3.0,242,555000
424,13173,2006,2007,4,1652,1652,2,2,5,2,1,2.0,102,325000
425,14230,2007,2007,4,1600,1600,2,3,4,1,1,3.0,56,256300
426,12704,2008,2009,5,2042,2042,2,3,5,1,1,3.0,90,253293
427,12350,2009,2009,4,1365,2690,2,3,5,1,1,3.0,197,398800
428,11308,2008,2008,5,1130,2184,2,3,5,1,1,3.0,102,335000
429,12350,2008,2008,5,2020,2020,2,3,5,1,1,3.0,98,404000
430,12220,2009,2009,5,2020,2020,2,3,5,1,1,3.0,54,402861
431,13478,2008,2008,5,1728,2296,2,3,5,1,3,3.0,274,451950
432,13693,2007,2007,5,2674,2674,2,2,5,2,1,3.0,50,610000
433,13891,2008,2009,5,1734,2822,3,4,5,1,3,3.0,362,582933
434,11578,2008,2008,5,1736,1736,2,3,5,1,1,3.0,90,360000
435,16870,2004,2005,4,1782,1782,2,3,4,2,1,3.0,82,296000
436,23303,2007,2007,4,1508,2520,2,5,5,1,3,3.0,273,409900
437,11146,2006,2006,4,1717,1717,2,3,4,1,1,3.0,39,255500
438,10367,2008,2008,5,1743,1743,2,3,5,1,1,3.0,45,335000
439,9591,2004,2005,4,1713,1713,2,3,5,1,1,3.0,196,274900
440,10872,2006,2006,4,1531,1531,2,2,5,1,1,3.0,52,300000
441,13514,2008,2008,5,1808,1808,2,3,5,1,1,3.0,26,324000
442,8834,2004,2005,4,1462,2224,2,4,5,1,1,3.0,0,350000
443,11362,2004,2005,4,1836,1836,2,3,4,1,1,3.0,185,280000
444,10655,2003,2004,4,1629,1629,2,3,4,1,1,3.0,0,284000
445,12878,2003,2004,4,1760,1760,2,3,4,1,1,2.0,190,269500
446,9541,2009,2009,4,1502,1502,2,3,4,0,1,2.0,114,233170
447,13472,2003,2003,5,2392,2392,2,3,5,1,1,3.0,105,386250
448,15274,2003,2003,4,2452,2452,2,3,5,1,1,3.0,116,445000
449,13262,2003,2004,4,1105,2400,3,4,4,1,3,3.0,40,290000
450,9658,2006,2006,4,1606,1606,2,3,4,1,1,3.0,60,255900
451,6904,2005,2005,4,1358,1358,2,2,4,1,1,2.0,36,213000
452,5381,2005,2005,4,1306,1306,2,1,4,1,1,2.0,63,196000
453,5122,2005,2005,4,1306,1306,2,1,4,1,1,2.0,63,184500
454,10307,2007,2008,4,1358,1358,2,2,4,1,1,2.0,26,212500
455,5001,2007,2008,4,1314,1314,2,2,4,1,1,2.0,62,230000
456,14836,2004,2005,5,2492,2492,2,2,5,1,1,3.0,235,552000
457,15262,2003,2004,4,2200,2200,2,3,5,1,1,3.0,55,382500
458,7390,2008,2009,5,1884,1884,2,2,5,1,1,2.0,90,320000
459,6472,2008,2008,5,1456,1456,2,2,5,1,1,2.0,42,248500
460,16770,2002,2003,4,1712,1712,2,3,4,1,1,3.0,183,286500
461,6240,2006,2006,4,1324,1324,2,2,4,1,1,2.0,38,254000
462,3480,2003,2003,4,1405,1405,2,2,4,1,1,2.0,36,173000
463,2268,2003,2004,4,764,1626,2,2,4,0,3,2.0,27,173000
464,10928,2005,2005,4,728,1456,2,3,4,1,1,2.0,0,184000
465,8918,2005,2006,4,745,1490,2,3,4,1,1,2.0,20,167800
466,12589,2005,2005,4,742,1484,2,3,4,1,1,2.0,24,174000
467,11911,2005,2005,4,684,1560,2,3,4,1,3,2.0,38,174000
468,3684,2007,2007,4,1555,1555,2,2,4,1,1,3.0,20,174000
469,3635,2007,2007,4,1569,1569,2,1,4,1,1,3.0,20,175900
470,3182,2005,2006,4,1555,1555,2,2,4,1,1,2.0,20,192500
471,3182,2005,2006,4,1504,1504,2,1,4,1,1,2.0,0,181000
472,3182,2005,2006,4,1220,1220,2,2,4,1,1,2.0,16,180000
473,3182,2005,2006,4,1145,1145,2,2,4,1,1,2.0,16,160200
474,7795,2004,2005,4,716,1432,2,3,4,1,1,2.0,51,188500
475,8068,2002,2002,4,1010,2267,2,4,4,1,3,2.0,46,200000
476,9434,2004,2005,4,744,1374,2,3,4,1,3,2.0,0,170000
477,7984,2004,2005,4,868,1630,2,3,4,1,3,2.0,48,189500
478,7750,2002,2002,4,779,1419,2,3,4,1,3,2.0,0,184100
479,10125,2004,2004,4,846,1594,2,3,4,1,1,2.0,48,195500
480,8965,2003,2003,4,806,1489,2,3,4,1,1,2.0,75,192000
481,8174,2003,2003,4,698,1342,2,3,4,1,1,2.0,56,178000
482,5063,2007,2008,4,1314,1314,2,2,4,1,1,2.0,62,207500
483,8795,2000,2000,4,980,2256,2,4,4,1,3,2.0,54,236000
484,12891,2002,2002,4,878,2004,2,4,4,1,3,3.0,48,257500
485,12224,2000,2000,4,1022,2054,2,3,4,1,3,2.0,48,244000
486,9734,2004,2004,4,744,1374,2,3,4,0,3,2.0,0,167000
487,8123,2000,2000,3,1007,1800,2,3,3,1,1,2.0,63,179000
488,8433,2000,2000,3,819,1514,2,3,3,1,1,2.0,72,190000
489,7750,1999,2000,3,774,1430,2,3,3,1,3,2.0,0,156000
490,15896,1999,1999,4,1223,2312,2,4,4,1,3,3.0,0,245000
491,24682,1999,1999,3,892,1675,2,3,3,1,3,2.0,103,181000
492,8755,1999,1999,4,1022,2060,2,3,4,1,3,2.0,168,214000
493,7848,1999,1999,3,774,1430,2,3,3,1,3,2.0,0,168000
494,9430,1999,1999,4,1268,2365,2,3,4,1,1,3.0,308,337000
495,15138,1995,1996,4,1490,2794,2,4,5,1,1,3.0,348,403000
496,12720,2000,2000,4,1466,2687,2,4,4,2,3,3.0,30,327000
497,16545,1998,1998,4,1310,2450,2,3,4,1,1,3.0,126,340000
498,12203,1998,1999,4,1276,2612,2,4,4,1,1,3.0,0,336000
499,10208,1996,1997,4,1277,2344,2,3,4,1,1,3.0,0,265000
500,10750,1994,1995,4,2063,2063,2,3,4,2,1,3.0,56,315000
501,9900,1993,1993,4,1372,2646,2,4,4,1,1,3.0,204,260000
502,9085,1995,1996,4,1094,2061,2,3,4,1,1,2.0,311,260000
503,11692,1993,1994,4,1215,2232,2,3,4,1,1,2.0,165,263550
504,46589,1994,2005,4,1686,2448,2,4,4,1,1,3.0,76,402000
505,29959,1994,1994,4,979,1850,2,3,4,1,3,2.0,98,248000
506,9612,2008,2009,4,1468,1468,2,3,4,1,1,3.0,150,244600
507,11194,2008,2008,4,1696,1696,2,3,4,0,1,3.0,56,275000
508,10206,2008,2008,4,1658,1658,2,3,4,1,1,3.0,44,257500
509,9262,2008,2009,4,1578,1578,2,3,5,1,1,3.0,36,287090
510,10130,2007,2007,4,1702,1702,2,3,4,1,1,3.0,69,275500
511,9139,2006,2006,4,1432,1432,2,3,4,1,1,2.0,50,245000
512,9675,2005,2005,4,1113,1971,2,3,4,1,1,2.0,48,253000
513,11128,2005,2006,5,2490,2490,2,2,5,2,1,3.0,226,468000
514,8640,2009,2009,3,932,1852,2,3,4,1,1,2.0,108,252678
515,9000,2008,2008,4,786,1590,2,3,4,0,1,2.0,30,210000
516,7862,2009,2009,4,1218,1218,2,2,4,0,1,2.0,102,208300
517,7993,2008,2009,4,1436,1436,2,3,4,0,1,2.0,121,225000
518,8640,2009,2009,4,1314,1314,2,3,4,0,1,2.0,112,229456
519,8640,2008,2008,4,1402,1402,2,3,4,0,1,2.0,126,229800
520,12606,2007,2008,4,1530,1530,2,3,4,1,1,3.0,136,250000
521,9187,2009,2009,5,1766,1766,2,2,5,1,1,3.0,130,370878
522,7500,2006,2007,4,1448,1448,2,2,4,1,1,2.0,140,238500
523,11003,2008,2008,5,1026,2007,2,3,5,1,1,3.0,52,310000
524,10603,2006,2006,4,909,1795,2,3,4,1,1,3.0,45,270000
525,10574,2005,2006,4,1082,1953,2,3,4,1,1,3.0,50,252000
526,8125,2006,2007,4,1112,1550,2,2,4,0,1,2.0,168,241000
527,8125,2008,2009,4,1836,1836,2,3,4,1,1,2.0,175,264500
528,10625,2006,2007,4,1662,1662,2,3,5,1,1,3.0,120,291000
529,9375,2003,2004,4,912,2094,2,4,4,1,3,2.0,182,263000
530,7500,2004,2005,4,1221,1221,2,2,4,0,1,2.0,113,185000
531,8736,2003,2004,4,1553,1553,2,3,4,0,1,2.0,88,234500
532,8127,2003,2003,4,812,1653,2,3,4,0,1,2.0,45,209000
533,9605,2007,2007,4,1218,1218,1,3,4,0,5,2.0,178,159000
534,7500,2006,2006,4,1141,1141,1,3,4,0,5,2.0,0,152000
535,7500,2004,2004,3,1158,1158,1,3,4,0,6,0.0,50,143500
536,10628,2004,2004,4,871,1812,2,3,4,0,3,2.0,91,193000
537,10141,2004,2004,4,1512,1512,2,3,4,0,1,3.0,36,203000
538,10083,2003,2003,4,1200,1200,2,2,4,0,1,2.0,41,184900
539,13072,2004,2005,4,1114,1114,1,3,4,0,5,2.0,102,159000
540,13072,2004,2004,3,1114,1114,1,3,4,0,6,0.0,39,142000
541,12450,2003,2004,3,1114,1114,2,3,4,0,5,2.0,42,153000
542,7328,2008,2009,4,1450,1450,2,2,4,0,1,3.0,93,224243
543,11492,1996,1997,4,913,2122,2,4,4,1,1,2.0,74,220000
544,10994,2005,2006,4,1844,1844,2,2,4,1,1,2.0,44,257000
545,8529,2001,2001,4,1434,1434,2,3,4,1,1,2.0,39,189000
546,7703,1992,1992,4,833,1730,2,3,4,0,1,2.0,259,171500
547,10762,1980,1980,3,626,1217,1,3,3,1,1,1.0,28,120000
548,7175,1990,1991,4,1332,1332,2,2,4,0,1,2.0,60,145000
549,9109,1994,1994,4,754,1540,2,3,4,0,1,2.0,32,184000
550,10274,1986,1986,3,698,1400,2,3,3,0,1,2.0,48,162000
551,8250,1981,1981,3,964,1882,2,4,3,2,1,2.0,0,160000
552,8400,1950,1950,2,841,841,1,2,3,0,4,1.0,24,82000
553,9000,1928,1950,3,784,784,1,2,3,0,5,2.0,91,76000
554,9750,1962,1962,3,980,980,1,3,3,0,5,2.0,28,110000
555,7064,1977,1977,3,980,980,1,3,3,0,5,2.0,0,135000
556,8499,1961,1961,3,864,864,1,3,3,0,5,2.0,312,141000
557,9079,1961,1961,3,864,864,1,2,3,0,1,1.0,0,122000
558,9316,1965,1965,3,1020,1020,2,3,3,0,1,1.0,0,124100
559,7791,1963,1995,4,912,912,1,3,4,0,1,1.0,0,129000
560,10000,1961,1983,3,1144,1144,1,3,3,1,1,1.0,0,131400
561,8281,1965,1965,3,864,864,1,3,3,1,5,1.0,236,62383
562,7150,1962,1962,3,912,912,1,3,3,0,1,1.0,0,123000
563,15676,1980,1980,4,2014,2014,2,2,4,2,1,3.0,255,275000
564,11949,1991,2008,4,975,1755,2,3,4,1,1,2.0,60,235000
565,2880,2004,2005,4,1376,3005,2,3,4,1,3,3.0,177,280750
566,3951,2009,2009,4,612,1224,2,2,4,0,5,2.0,234,164500
567,3000,2009,2009,4,612,1224,2,2,4,0,5,2.0,234,173733
568,3830,2008,2008,4,1726,1726,2,2,4,1,1,2.0,254,222000
569,4217,2008,2008,4,1256,1256,1,1,4,1,1,2.0,169,195000
570,3230,1999,1999,3,742,1471,2,3,3,0,5,2.0,24,172500
571,2998,2000,2000,4,756,1512,2,2,4,0,5,2.0,32,180000
572,3768,1999,1999,4,713,1452,2,3,4,0,5,2.0,34,156000
573,2645,1999,2000,4,983,1739,2,3,4,0,1,2.0,0,172500
574,14694,1977,2008,5,1694,1694,2,2,5,1,1,2.0,345,318750
575,3782,1981,1981,4,1226,1226,1,1,4,2,1,2.0,78,211500
576,15417,1981,1981,4,1740,1740,1,2,4,0,1,2.0,238,241600
577,9600,1976,1976,4,1487,2499,2,4,3,1,1,2.0,64,180500
578,9991,1976,1993,3,1620,1620,2,3,3,1,1,2.0,78,150000
579,11700,1968,1968,3,829,1556,1,4,3,0,1,2.0,0,154000
580,11717,1970,1970,3,1442,1442,2,2,3,1,1,2.0,0,185000
581,9156,1968,1968,3,1489,1489,2,3,4,1,1,2.0,0,185750
582,10382,1973,1973,3,1107,2090,2,3,3,2,1,2.0,432,200000
583,12732,1974,1974,3,1285,2067,2,3,4,2,1,2.0,40,206000
584,12936,1972,1972,3,735,1395,1,3,3,1,1,2.0,116,162000
585,10400,1967,1997,3,1271,2640,2,5,4,1,1,2.0,288,256900
586,17871,1967,1976,3,1724,1724,1,3,3,1,1,2.0,0,197900
587,9600,1969,1969,3,1336,1336,2,3,3,1,1,2.0,11,163000
588,9000,1969,1969,3,1216,1216,1,3,3,0,1,1.0,0,113000
589,13774,1977,1992,3,1316,2288,1,4,4,2,1,2.0,228,230000
590,9650,1977,1977,3,1334,1334,2,2,3,1,1,2.0,16,167900
591,10140,1998,1999,4,1680,1680,2,3,4,1,1,2.0,73,213250
592,8400,2001,2001,4,810,1665,2,3,4,0,1,2.0,45,227000
593,7130,1967,1967,3,864,864,1,2,3,0,1,1.0,0,130000
594,9600,1967,1967,3,1568,1568,1,3,3,0,1,2.0,40,143000
595,9100,1965,1965,3,925,925,1,2,3,0,5,1.0,0,117500
596,9600,1974,1974,3,1165,2061,2,4,3,1,1,2.0,273,168500
597,16500,1971,1971,3,1320,1320,2,3,3,1,1,2.0,20,172500
598,9790,1967,1967,3,1342,1342,2,3,3,1,1,2.0,197,161500
599,7436,1960,1960,3,894,894,1,2,3,1,5,2.0,360,141500
600,8125,1959,1959,3,864,864,1,3,3,0,5,1.0,0,118000
601,9100,1959,1959,3,864,864,1,2,3,0,5,1.0,0,127500
602,9450,1957,1957,3,1362,1362,1,3,3,1,1,3.0,84,140000
603,13495,1956,1956,3,1728,1728,2,3,3,1,5,2.0,99,177625
604,11475,1958,1958,3,1776,1776,2,4,3,0,5,3.0,25,110000
605,10004,1964,1964,3,1516,1516,1,3,3,0,1,2.0,152,167000
606,9350,1961,1995,3,1313,1313,1,3,4,1,1,2.0,149,153000
607,10500,1964,1964,3,1292,1292,1,3,3,2,5,2.0,124,145100
608,11000,1966,1966,3,1154,1154,1,3,3,1,1,2.0,58,154000
609,8970,1965,1965,3,825,2140,2,4,3,1,1,2.0,304,177500
610,12095,1964,1964,3,1445,1445,1,3,3,1,1,2.0,0,158000
611,9600,1959,1959,3,1041,1041,1,3,3,0,1,1.0,88,124500
612,11475,1961,1961,3,1576,1576,1,4,4,1,3,2.0,0,174500
613,9768,1955,1955,3,960,960,1,2,3,0,1,1.0,70,122000
614,5330,1940,1950,2,708,708,1,2,2,0,6,0.0,0,82500
615,7015,1950,1950,3,979,1203,1,3,4,1,5,1.0,248,110000
616,12160,1953,1953,3,1505,1505,1,2,3,1,1,2.0,162,149500
617,9900,1967,1967,4,1691,1691,1,2,3,0,1,2.0,327,175000
618,9600,1953,1953,3,1644,1644,1,3,3,2,1,2.0,0,167000
619,9600,1956,1956,3,1050,1050,1,2,3,0,1,1.0,0,128900
620,9600,1950,2005,3,1112,1668,1,3,3,0,1,1.0,0,140000
621,9600,1950,2007,4,1113,1113,1,3,4,1,1,1.0,200,147000
622,8944,1967,1967,3,1584,1584,2,4,3,0,5,3.0,152,124000
623,10573,1961,1961,3,1453,1453,2,3,3,1,1,2.0,337,187500
624,9500,1963,1963,3,1394,1394,1,3,3,2,1,2.0,261,159000
625,14695,1966,2008,3,1567,1567,2,2,4,2,1,2.0,452,256000
626,13600,1965,1990,3,1186,1986,2,3,3,3,1,2.0,231,205000
627,13000,1968,1968,3,1182,2142,2,4,4,1,1,1.0,324,193500
628,13560,1968,1968,3,1392,1392,1,2,3,2,1,2.0,240,110000
629,12513,1920,2007,3,1281,1738,2,4,3,1,1,1.0,0,104900
630,8760,1956,1956,4,1144,1144,1,3,3,0,1,1.0,0,150000
631,8400,1957,1957,3,1478,1478,1,3,3,2,1,2.0,216,156500
632,12285,1960,1960,3,1329,1329,1,3,3,2,1,2.0,203,176000
633,9240,1959,1998,4,988,988,2,3,4,0,1,1.0,0,149500
634,9600,1958,1988,3,1632,1632,2,3,3,1,1,1.0,0,139000
635,12400,1958,1998,3,1215,1215,1,3,3,0,1,1.0,234,155000
636,8750,1956,1956,3,1202,1202,1,3,3,0,1,1.0,155,120000
637,8750,1955,1955,3,1382,1382,1,3,4,0,1,1.0,0,153000
638,10400,1956,1956,3,1200,1200,1,3,3,2,1,1.0,329,144000
639,19296,1962,1962,3,1382,1382,1,3,3,1,1,2.0,252,176000
640,8532,1954,1990,3,1297,1297,1,3,3,1,1,2.0,0,153000
641,9482,1958,1958,3,1866,1866,2,4,3,0,5,2.0,0,135000
642,8128,1954,1954,3,1062,1062,1,3,3,0,1,1.0,0,131000
643,10634,1953,1953,3,1319,1319,1,3,3,0,1,1.0,0,123000
644,13070,1951,1951,3,1112,1112,1,2,3,0,2,2.0,255,126000
645,10434,1955,1955,3,1005,1005,1,2,2,1,5,2.0,0,115000
646,14559,1951,2000,4,1363,1363,1,2,3,2,4,1.0,210,164900
647,8480,1945,1950,3,793,793,1,2,2,0,5,1.0,0,113000
648,7626,1952,2005,4,1031,1031,1,2,4,0,1,1.0,0,145500
649,9533,1953,1953,3,1210,1210,1,2,3,0,1,1.0,100,102900
650,10615,1900,1970,3,1014,1699,2,3,3,0,4,2.0,74,95000
651,11419,1948,1999,3,801,1527,1,3,3,1,1,2.0,134,152500
652,9600,1950,1950,3,1200,1200,1,3,3,0,1,1.0,0,129900
653,8000,1948,2002,3,972,972,1,2,3,1,5,1.0,0,132000
654,5470,1958,1958,3,792,792,1,2,3,0,1,1.0,90,99900
655,10410,1916,1987,3,808,1656,2,3,3,0,5,1.0,140,135000
656,10800,1939,2006,3,676,1352,2,4,4,0,5,2.0,128,149000
657,8146,1900,2003,4,717,1039,1,2,3,0,5,1.0,279,114000
658,9022,1924,2006,4,792,792,1,2,4,0,5,1.0,120,109500
659,10230,1925,1950,3,1078,1078,1,3,5,0,5,1.0,112,125000
660,10410,1915,1950,3,1313,2377,2,3,4,1,5,2.0,432,142900
661,7200,1910,2008,4,930,1690,2,4,4,0,5,2.0,112,156500
662,5400,1940,1950,2,599,599,1,2,4,0,6,0.0,81,59000
663,5400,1920,1950,2,840,1374,1,2,3,0,5,1.0,198,105000
664,10800,1920,1950,3,846,846,1,2,4,0,5,2.0,0,106000
665,10800,1890,1998,3,725,725,1,1,3,0,5,1.0,30,78500
666,9671,1969,1969,3,1248,2544,2,6,3,0,1,3.0,0,190000
667,10143,1963,1963,3,1380,1380,1,3,3,0,1,1.0,216,154000
668,11500,1967,1967,2,1040,1040,1,3,3,1,1,2.0,156,163000
669,11643,1969,1969,3,1338,2634,2,6,3,0,5,4.0,0,200000
670,8010,1958,2007,4,951,951,1,2,4,0,5,2.0,42,143500
671,10454,1957,1957,3,1105,1105,1,3,3,0,5,1.0,0,135000
672,8712,1957,2000,3,1306,1306,1,2,3,0,5,1.0,0,153000
673,17600,1960,1960,3,1478,1478,2,3,3,2,1,2.0,40,157500
674,9000,1958,1958,3,1142,1142,1,2,3,1,2,1.0,92,113500
675,12144,1949,1950,4,1036,1268,1,3,3,1,1,1.0,28,133000
676,8544,1950,1950,3,1040,1040,2,2,3,0,5,2.0,0,92900
677,8064,1950,1950,3,765,1133,1,3,3,0,5,2.0,231,128500
678,7200,1949,1950,3,1040,1040,2,2,3,0,5,2.0,0,90000
679,7200,1950,1982,3,1136,1904,1,3,3,0,1,1.0,168,138000
680,7350,1958,1958,3,1041,1041,1,3,3,0,1,1.0,0,128000
681,7560,1958,1965,3,1339,1339,1,3,3,0,1,1.0,0,139000
682,7200,1952,1952,3,732,732,1,2,3,0,5,1.0,68,118900
683,8000,1959,1959,3,1183,1183,1,3,3,0,1,1.0,0,138000
684,7931,1959,1959,3,1148,1148,1,3,3,0,1,1.0,0,132500
685,10800,1949,1996,3,832,1461,2,4,3,0,5,1.0,204,133500
686,8064,1948,1994,3,1064,1495,1,3,3,0,5,2.0,36,135000
687,7570,1964,1964,3,993,1806,1,4,3,0,1,2.0,55,144750
688,8604,1978,1978,3,941,941,1,2,4,0,1,2.0,40,145000
689,7936,1963,1963,3,1045,1045,1,3,3,1,1,1.0,0,127000
690,6600,1962,1962,3,894,894,1,2,3,0,5,1.0,0,109500
691,3950,1926,2004,3,818,1224,1,3,3,0,5,1.0,116,115000
692,10440,1910,1981,3,682,1230,1,2,3,0,5,2.0,128,110000
693,4080,1935,1998,3,861,1378,1,3,4,0,5,1.0,40,128900
694,10307,1910,1950,3,972,1944,2,4,3,0,5,2.0,197,103500
695,5720,1941,1950,3,676,1131,1,3,3,0,5,1.0,0,66500
696,15660,1910,2003,3,810,1306,1,3,4,0,5,2.0,0,130000
697,9900,1910,2002,4,764,1464,2,3,3,0,6,0.0,176,129000
698,6406,1939,1950,3,868,1558,1,3,3,1,5,2.0,218,150000
699,6600,1892,1965,3,1378,2372,2,4,3,0,1,1.0,287,107500
700,7627,1920,1950,2,1101,1701,2,4,2,0,6,0.0,148,94550
701,7596,1952,1952,3,960,1960,2,4,3,0,5,2.0,0,124500
702,3378,1946,1992,3,707,1389,1,3,3,2,5,1.0,126,135000
703,10134,1910,1950,3,801,1447,1,3,3,0,6,0.0,244,103000
704,6000,1953,1953,2,936,936,1,2,3,0,5,2.0,144,93000
705,6000,1950,1970,3,768,1328,1,3,3,0,5,1.0,12,129500
706,6000,1954,1954,3,811,1387,2,3,4,0,3,1.0,0,93000
707,7404,1920,1950,3,861,861,1,2,3,0,5,2.0,128,80000
708,5925,1940,1950,3,612,612,1,1,3,0,5,1.0,25,45000
709,5925,1910,1950,3,600,968,1,2,3,0,6,0.0,0,37900
710,5784,1938,1996,3,886,886,1,2,3,0,1,1.0,100,91300
711,8520,1923,1950,4,792,792,1,2,3,0,5,1.0,81,99500
712,4456,1920,2008,3,736,1452,2,2,3,0,6,0.0,102,113000
713,9600,1910,1950,4,833,1510,2,3,4,0,5,2.0,160,87500
714,3500,1947,1950,3,720,1284,1,2,3,0,5,1.0,35,110000
715,8100,1898,1965,3,1075,2138,2,2,3,0,5,2.0,156,106000
716,11700,1880,2003,4,1320,2640,1,4,4,1,5,4.0,386,265979
717,8400,1900,1950,3,1090,2007,2,3,5,0,5,1.0,235,160000
718,3600,1917,2007,3,664,1288,1,3,5,1,1,1.0,103,119000
719,17671,1882,1986,4,916,1742,1,4,4,1,1,2.0,169,168000
720,3300,1910,1950,3,816,816,1,2,3,1,6,0.0,33,58500
721,9000,1920,1988,3,832,1482,1,3,3,0,5,2.0,0,143000
722,7200,1910,2006,3,1022,1022,1,2,3,0,5,1.0,256,85000
723,8820,1890,1996,3,1188,1869,1,2,3,0,5,2.0,244,124900
724,5400,1920,1950,2,1044,1480,1,3,3,0,5,1.0,176,119000
725,9720,1910,2002,3,780,1521,1,4,4,0,5,3.0,238,146500
726,7879,1920,1950,3,720,720,1,2,3,0,6,0.0,638,34900
727,9392,1900,1950,3,797,797,1,2,3,0,6,0.0,130,44000
728,21384,1923,2004,3,1072,1576,1,3,4,1,1,2.0,312,223500
729,6615,1923,1950,3,1432,1432,1,3,4,1,3,1.0,61,149000
730,7264,1925,2007,4,952,1548,2,3,5,0,5,2.0,144,205000
731,4960,1930,1982,3,1001,1654,2,3,3,1,5,1.0,60,137000
732,8854,1916,1950,3,952,952,1,2,2,1,5,1.0,138,121000
733,6000,1936,1950,3,757,1324,1,3,3,0,5,1.0,0,128000
734,6000,1937,2000,4,786,1176,1,2,3,0,5,2.0,0,134900
735,6000,1925,1997,3,884,1348,1,3,3,1,5,1.0,208,117000
736,6000,1939,1950,3,825,1412,1,4,3,1,5,1.0,0,132500
737,6000,1924,1950,3,822,1142,1,3,3,0,1,1.0,98,93000
